name,organization/article,wavenumber_1,wavenumber_2,wavenumber_3,intensity_1,intensity_2,intensity_3
fur cat european shorthair,Primpke et al. 2018,1633.7,1516.0,1525.7,1.0,0.8494688,0.847067
cellulose,Primpke et al. 2018,1030.0,1053.1,1105.2,1.0,0.9350701,0.5186248
cellulose acetate,Primpke et al. 2018,1031.9,1217.1,1735.9,1.0,0.916625,0.719910433
cellulose acetate butyrate,Primpke et al. 2018,1037.7,1220.9,1739.8,1.0,0.8763685,0.774415246
cellulose,Primpke et al. 2018,1018.4,995.3,3346.5,1.0,0.8518401,0.271186318
cellulose triacetate,Primpke et al. 2018,1031.9,1213.2,1737.9,1.0,0.9860611,0.82641021
cellulose propionate,Primpke et al. 2018,1060.8,1159.2,1026.1,1.0,0.9085589,0.8848533
chitin crangon antonia,Primpke et al. 2018,1371.4,1392.6,1639.5,1.0,0.9397501,0.7195936
chitin from crustacean shells,Primpke et al. 2018,1010.7,1022.3,1066.6,1.0,0.9811434,0.8392368
chitin cancer pagurus,Primpke et al. 2018,1398.4,871.8,1070.5,1.0,0.7007761,0.2109161
fibre cocoanut,Primpke et al. 2018,1031.9,1608.6,1238.3,1.0,0.3595497,0.3334014
copolyamide,Primpke et al. 2018,1539.2,1635.6,2918.3,1.0,0.9672278,0.577285233
copolyamide,Primpke et al. 2018,1635.6,1539.2,2918.3,1.0,0.8865924,0.572012069
copolyester,Primpke et al. 2018,725.2,1710.9,1232.5,1.0,0.936302663,0.9164791
copolyester,Primpke et al. 2018,725.2,1230.6,1710.9,1.0,0.9124161,0.907850899
copolyester,Primpke et al. 2018,725.2,1710.9,1230.6,1.0,0.928832885,0.9175971
fibre cotton combers,Primpke et al. 2018,1030.0,1053.1,1001.1,1.0,0.9548705,0.8786595
fibre cotton US pima,Primpke et al. 2018,1030.0,1053.1,1003.0,1.0,0.9472348,0.8991778
fibre cotton uzbekistan,Primpke et al. 2018,1030.0,1053.1,1001.1,1.0,0.9456472,0.9006484
fur cow,Primpke et al. 2018,1633.7,1533.4,1452.4,1.0,0.8571922,0.4428689
crangon  chitin exuvie,Primpke et al. 2018,1371.4,1643.3,1035.8,1.0,0.8941325,0.7957539
polyethylene wax,Primpke et al. 2018,2914.4,2848.8,719.4,1.0,0.874695083,0.2879327
polyethylene wax,Primpke et al. 2018,2916.4,2848.8,719.4,1.0,0.864111063,0.2817406
polyethylene wax oxidized,Primpke et al. 2018,2916.4,2848.8,719.4,1.0,0.835191236,0.2544625
sealing ring EPDM,Primpke et al. 2018,2920.2,2850.8,1020.3,1.0,0.638455483,0.293351
sealing ring EPDM,Primpke et al. 2018,2920.2,2850.8,2872.0,1.0,0.680800011,0.357542861
sealing ring Gardena 1124 large,Primpke et al. 2018,2918.3,1018.4,2848.8,1.0,0.6288836,0.626550577
sealing ring Gardena 1124 small,Primpke et al. 2018,2918.3,2850.8,2956.9,1.0,0.596334655,0.149043828
sealing ring Gardena 2824 large,Primpke et al. 2018,1018.4,2918.3,1417.7,1.0,0.558429896,0.4312162
sealing ring Gardena 2824 small,Primpke et al. 2018,2920.2,2850.8,2954.9,1.0,0.569452557,0.230474094
sealing ring Gardena 2824 medium,Primpke et al. 2018,1016.5,2918.3,2850.8,1.0,0.781457234,0.490926666
fur dog,Primpke et al. 2018,1631.8,1523.8,1450.5,1.0,0.8650966,0.4629788
honeycomb,Primpke et al. 2018,2916.4,2848.8,1170.8,1.0,0.745878473,0.3135764
polystyrene expanded,Primpke et al. 2018,696.3,754.2,538.1,1.0,0.272676,0.2108518
copolyester,Primpke et al. 2018,1710.9,727.2,1267.2,1.0,0.808503,0.7156396
copolyester,Primpke et al. 2018,1710.9,727.2,1267.2,1.0,0.7702415,0.6784757
silicone rubber,Primpke et al. 2018,785.0,1006.8,1064.7,1.0,0.8293072,0.4721336
polystyrene expanded,Primpke et al. 2018,696.3,754.2,538.1,1.0,0.2828361,0.2080637
ethyl cellulose,Primpke et al. 2018,1053.1,1375.2,2870.1,1.0,0.2183394,0.193803386
ethylene acrylic acid,Primpke et al. 2018,2916.4,2848.8,1701.2,1.0,0.758603655,0.584197095
ethylene ethyl acrylate,Primpke et al. 2018,2916.4,2848.8,1734.0,1.0,0.813564234,0.450012709
ethylene methacrylic acid,Primpke et al. 2018,2916.4,2848.8,1697.3,1.0,0.815878967,0.440684013
ethylene propylene,Primpke et al. 2018,2918.3,2848.8,1465.9,1.0,0.761186948,0.2886936
ethylene vinyl acetate,Primpke et al. 2018,2916.4,2848.8,1238.3,1.0,0.804538719,0.5721293
ethylene vinyl acetate,Primpke et al. 2018,1236.4,2916.4,1735.9,1.0,0.933587011,0.846738019
ethylene vinyl acetate,Primpke et al. 2018,1236.4,1734.0,2918.3,1.0,0.796115663,0.575286144
ethylene vinyl alcohol,Primpke et al. 2018,2926.0,2906.7,1084.0,1.0,0.981721427,0.9557213
ethylene vinyl alcohol,Primpke et al. 2018,2916.4,2848.8,1238.3,1.0,0.784056094,0.691116
ethylene vinyl alcohol,Primpke et al. 2018,2916.4,2848.8,1238.3,1.0,0.796318081,0.6680597
polyethylene high density,Primpke et al. 2018,2914.4,2846.9,719.4,1.0,0.925395128,0.3351897
fibre urtica dioica L conar fibra,Primpke et al. 2018,1022.3,1047.3,1099.4,1.0,0.9060748,0.6323187
fibre flax,Primpke et al. 2018,1028.1,1051.2,1006.8,1.0,0.9274807,0.9269746
honeycomb freshly removed with nectar,Primpke et al. 2018,2916.4,2848.8,1170.8,1.0,0.749424518,0.3149269
honeycomb freshly removed,Primpke et al. 2018,2916.4,2848.8,1170.8,1.0,0.749587244,0.3182543
fibre grass,Primpke et al. 2018,1031.9,559.4,3334.9,1.0,0.2689733,0.258435734
polyethylene high density,Primpke et al. 2018,2914.4,2848.8,717.5,1.0,0.921940146,0.4300508
polyethylene high density,Primpke et al. 2018,2914.4,2848.8,717.5,1.0,0.915728151,0.4086364
polyethylene high density,Primpke et al. 2018,2914.4,2846.9,719.4,1.0,0.84415798,0.2696708
fibre hemp fine,Primpke et al. 2018,1028.1,1053.1,1003.0,1.0,0.9400438,0.8800761
fibre hemp rough,Primpke et al. 2018,1028.1,1053.1,1105.2,1.0,0.9301776,0.549827
alkyd varnish,Primpke et al. 2018,1728.2,1118.7,1263.4,1.0,0.7194021,0.6914974
alkyd varnish,Primpke et al. 2018,1730.1,1118.7,1259.5,1.0,0.6428215,0.6125962
wood beech,Primpke et al. 2018,1031.9,1107.1,559.4,1.0,0.5106636,0.3041117
wood pine,Primpke et al. 2018,1026.1,1049.3,1103.3,1.0,0.8432102,0.422164
wood glue,Primpke et al. 2018,1228.7,1730.1,1020.3,1.0,0.78251045,0.4730449
wood mahagoni,Primpke et al. 2018,1030.0,1103.3,559.4,1.0,0.4658872,0.319505
broodcomb once brooded,Primpke et al. 2018,2916.4,2848.8,719.4,1.0,0.758249713,0.3125448
polytehylene terephthalate,Primpke et al. 2018,1714.7,723.3,1246.0,1.0,0.9621416,0.9033536
polytehylene terephthalate,Primpke et al. 2018,723.3,1712.8,1246.0,1.0,0.95549868,0.9267663
hydroxyethyl cellulose,Primpke et al. 2018,1053.1,1024.2,528.5,1.0,0.8980797,0.2118135
hydroxypropyl cellulose,Primpke et al. 2018,1049.3,1068.6,1111.0,1.0,0.9850852,0.5988943
hydroxypropyl methyl cellulose,Primpke et al. 2018,1053.1,945.1,569.0,1.0,0.3904929,0.1693674
fibre indian raw cotton,Primpke et al. 2018,1030.0,1053.1,1003.0,1.0,0.951054,0.8892765
fibre jute,Primpke et al. 2018,1030.0,989.5,1103.3,1.0,0.8303264,0.5071488
copolyamide,Primpke et al. 2018,1631.8,1535.3,3298.3,1.0,0.8149842,0.310384495
fibre kapok,Primpke et al. 2018,1035.8,1105.2,1238.3,1.0,0.4704379,0.3080709
polyvinylchloride,Primpke et al. 2018,613.4,698.2,1251.8,1.0,0.6433064,0.5997814
polypropylene,Primpke et al. 2018,2916.4,2951.1,1375.2,1.0,0.807355794,0.73527
polyethylene foamed,Primpke et al. 2018,2916.4,2848.8,719.4,1.0,0.856543405,0.274241
silica gel lab,Primpke et al. 2018,1230.6,1247.9,3635.8,1.0,0.9331961,0.786087374
polyurethane acrylic resin,Primpke et al. 2018,1726.3,1149.6,700.2,1.0,0.7730873,0.4619655
cellulose wipe,Primpke et al. 2018,1028.1,1053.1,1103.3,1.0,0.9176943,0.4862059
lahmian medium acrylic paint,Primpke et al. 2018,1095.6,1728.2,464.8,1.0,0.84940647,0.4868121
fur lama,Primpke et al. 2018,1629.8,1518.0,1450.5,1.0,0.8473849,0.4401402
polyethylene low density,Primpke et al. 2018,2914.4,2848.8,717.5,1.0,0.860580674,0.3050343
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,717.5,1.0,0.867958187,0.299829
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,719.4,1.0,0.870239106,0.2993639
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,1467.8,1.0,0.843143064,0.3053757
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,719.4,1.0,0.869274213,0.3130774
fibre linen,Primpke et al. 2018,1026.1,1051.2,1101.3,1.0,0.9094741,0.6058096
fibre linen,Primpke et al. 2018,1028.1,1051.2,1004.9,1.0,0.9333033,0.9095931
polyethylene low density,Primpke et al. 2018,2914.4,2848.8,717.5,1.0,0.879991344,0.2932129
polyethylene high density,Primpke et al. 2018,2916.4,2848.8,719.4,1.0,0.890990016,0.3129117
alkyd varnish,Primpke et al. 2018,1072.4,1085.9,462.9,1.0,0.9905919,0.5815102
merino scoured wool made rough,Primpke et al. 2018,1629.8,1516.0,1527.6,1.0,0.8695793,0.8650933
alkyd varnish,Primpke et al. 2018,1728.2,1224.8,1066.6,1.0,0.8369015,0.8366983
methyl cellulose,Primpke et al. 2018,1053.1,945.1,567.1,1.0,0.3529967,0.1836733
methyl vinyl ether maleic acid,Primpke et al. 2018,1701.2,1174.6,1085.9,1.0,0.6299418,0.4521907
methyl vinyl ether maleic anhydride,Primpke et al. 2018,1708.9,1089.8,1182.4,1.0,0.607235,0.6061849
honeycomb middle wall,Primpke et al. 2018,2916.4,2848.8,1170.8,1.0,0.740412516,0.3157179
fur mohair angora goat,Primpke et al. 2018,1631.8,1516.0,1527.6,1.0,0.8506302,0.8457804
polyimide,Primpke et al. 2018,1708.9,1498.7,1112.9,1.0,0.6421491,0.6397727
aramid,Primpke et al. 2018,1525.7,1238.3,1477.5,1.0,0.9703248,0.9593842
aramid,Primpke et al. 2018,1525.7,1238.3,1477.5,1.0,0.9563598,0.937055
polytehylene terephthalate,Primpke et al. 2018,1247.9,1712.8,721.4,1.0,0.939798489,0.9099549
polyamide,Primpke et al. 2018,1633.7,1539.2,686.7,1.0,0.8889044,0.3504414
polycarbonate,Primpke et al. 2018,1188.1,1159.2,1219.0,1.0,0.8628164,0.6433476
polyester,Primpke et al. 2018,721.4,1242.2,1712.8,1.0,0.8527232,0.831288359
polyvinylchloride,Primpke et al. 2018,605.6,667.4,1730.1,1.0,0.6466169,0.629111445
polyester,Primpke et al. 2018,725.2,1192.0,1224.8,1.0,0.987475,0.8611154
polyester,Primpke et al. 2018,1192.0,1224.8,727.2,1.0,0.8805406,0.7818249
polypropylene,Primpke et al. 2018,2918.3,2951.1,1375.2,1.0,0.757823556,0.5374594
fibre mulberry silk,Primpke et al. 2018,1620.2,1512.2,1442.7,1.0,0.9646152,0.5642949
nitrile rubber,Primpke et al. 2018,966.3,1435.0,2924.1,1.0,0.9508345,0.37627639
nylon 6 (3)  T,Primpke et al. 2018,1631.8,1539.2,1496.8,1.0,0.9798581,0.717595
nylon 6,Primpke et al. 2018,1635.6,1539.2,688.6,1.0,0.8525096,0.4363843
nylon 6 6,Primpke et al. 2018,1631.8,1533.4,686.7,1.0,0.8985415,0.4549949
nylon 6 9,Primpke et al. 2018,1631.8,1541.1,2918.3,1.0,0.7973564,0.642424014
nylon 6 12,Primpke et al. 2018,1633.7,1537.3,2920.2,1.0,0.8123164,0.578814637
nylon 11,Primpke et al. 2018,1635.6,1541.1,2918.3,1.0,0.7074566,0.705758944
nylon 12,Primpke et al. 2018,1637.6,2918.3,1548.8,1.0,0.838558387,0.711297
n vinylpyrrolidone vinyl acetate,Primpke et al. 2018,1654.9,1236.4,1730.1,1.0,0.8359706,0.523778543
honeycomb top bar,Primpke et al. 2018,2916.4,2848.8,1170.8,1.0,0.750364451,0.318163
fibre polyamide 6 (not)stretched,Primpke et al. 2018,1633.7,1539.2,3294.4,1.0,0.7314634,0.366378662
fibre polyamide 6,Primpke et al. 2018,1633.7,1539.2,1462.0,1.0,0.8761669,0.395694
polyamide 6,Primpke et al. 2018,1635.6,1541.1,688.6,1.0,0.743843,0.2634445
polyamide 6,Primpke et al. 2018,1635.6,1539.2,3298.3,1.0,0.7344381,0.260431005
polyamide 6,Primpke et al. 2018,1633.7,1539.2,3296.3,1.0,0.7368135,0.276626943
fibre polyamide 6 P6.6,Primpke et al. 2018,1631.8,1539.2,3294.4,1.0,0.7647439,0.380391093
polymaide 66,Primpke et al. 2018,1631.8,1537.3,3298.3,1.0,0.7498176,0.298623763
polybuthylene terephthalate,Primpke et al. 2018,725.2,1708.9,1246.0,1.0,0.926979108,0.9151174
polybuthylene terephthalate,Primpke et al. 2018,1710.9,725.2,1246.0,1.0,0.9454671,0.9168652
polycarbonate,Primpke et al. 2018,1159.2,1188.1,1219.0,1.0,0.97364,0.7344599
polycarbonate,Primpke et al. 2018,1190.1,1161.1,1224.8,1.0,0.8877969,0.8398656
polyesterurethane,Primpke et al. 2018,1728.2,1165.0,1139.9,1.0,0.7859141,0.779537
copolyester,Primpke et al. 2018,725.2,1710.9,1230.6,1.0,0.954767378,0.9313707
polyester,Primpke et al. 2018,723.3,1714.7,1247.9,1.0,0.957203985,0.8973367
polytehylene terephthalate,Primpke et al. 2018,1714.7,723.3,1244.1,1.0,0.9684181,0.8865808
polytehylene terephthalate amorphous,Primpke et al. 2018,1238.3,723.3,1714.7,1.0,0.9467965,0.86148826
polytehylene terephthalate,Primpke et al. 2018,723.3,1714.7,1246.0,1.0,0.931668291,0.8745713
phenoxy resin,Primpke et al. 2018,1506.4,825.5,1230.6,1.0,0.9163954,0.8641951
polylactic acid,Primpke et al. 2018,1082.1,1747.5,1180.4,1.0,0.821304407,0.6920559
polylactic acid,Primpke et al. 2018,1082.1,1747.5,1180.4,1.0,0.87253763,0.718893
poly(1 butene) isotactic,Primpke et al. 2018,2912.5,2958.8,2848.8,1.0,0.521096866,0.471766924
poly(2 4 6 tribromostyrene),Primpke et al. 2018,1442.7,1031.9,1012.6,1.0,0.8914397,0.6799118
poly(2 6 dimethyl p phenylene oxide),Primpke et al. 2018,1184.3,1467.8,1018.4,1.0,0.6063341,0.4937319
poly(2 hydroxyethyl methacrylate),Primpke et al. 2018,1153.4,1716.6,1708.9,1.0,0.856831008,0.853107052
poly(4 4' dipropoxy 2 2' diphenyl propane fumarate),Primpke et al. 2018,1238.3,1153.4,1716.6,1.0,0.9858019,0.972288156
poly(4 methyl 1 pentene),Primpke et al. 2018,2953.0,2908.6,1465.9,1.0,0.915970479,0.5962285
poly(acrylic acid),Primpke et al. 2018,1697.3,1165.0,1232.5,1.0,0.5600271,0.4940491
poly(butylene terephthalate),Primpke et al. 2018,723.3,1708.9,1246.0,1.0,0.903433264,0.8949371
poly(diallyl isophthalate),Primpke et al. 2018,1714.7,1269.2,1118.7,1.0,0.9794034,0.8004758
poly(ethylene glycol),Primpke et al. 2018,1095.6,1058.9,841.0,1.0,0.5395145,0.48831
poly(ethylene oxide),Primpke et al. 2018,1093.6,1058.9,841.0,1.0,0.488989,0.3959394
poly(ethylene terephthalate),Primpke et al. 2018,723.3,1238.3,1712.8,1.0,0.9294887,0.89402471
poly(ethyl methacrylate),Primpke et al. 2018,1720.5,1141.9,1172.7,1.0,0.9682296,0.7138755
poly(isobutyl methacrylate),Primpke et al. 2018,1724.4,1143.8,993.3,1.0,0.9389091,0.583526
poly(methyl methacrylate),Primpke et al. 2018,1722.4,1143.8,1190.1,1.0,0.9989369,0.5880371
poly(n butyl methacrylate),Primpke et al. 2018,1722.4,1143.8,1170.8,1.0,0.8852612,0.6291935
poly(phenylene sulfide),Primpke et al. 2018,808.2,478.3,1469.8,1.0,0.9850121,0.8305277
poly(p phenylene ether sulphone),Primpke et al. 2018,549.7,1145.7,1101.3,1.0,0.9268736,0.876538
poly(tetrafluoroethylene),Primpke et al. 2018,1145.7,1201.6,501.5,1.0,0.6806649,0.6501562
poly(vinyl acetate),Primpke et al. 2018,1224.8,1728.2,1018.4,1.0,0.932684103,0.7083531
poly(vinyl alcohol),Primpke et al. 2018,1087.8,3290.5,1415.7,1.0,0.675808192,0.5764289
poly(vinyl alcohol),Primpke et al. 2018,1087.8,3292.5,1417.7,1.0,0.652452518,0.5658017
poly(vinyl butyral),Primpke et al. 2018,1130.3,1105.2,995.3,1.0,0.9460364,0.8822998
poly(vinyl chloride),Primpke et al. 2018,609.5,634.6,1251.8,1.0,0.7644313,0.6111276
poly(vinyl chloride) carboxylated,Primpke et al. 2018,609.5,634.6,1253.7,1.0,0.8002662,0.6173999
poly(vinyl formal),Primpke et al. 2018,1012.6,1130.3,1064.7,1.0,0.3889736,0.3759736
poly(vinylidene fluoride),Primpke et al. 2018,1180.4,873.7,488.0,1.0,0.98809,0.6227863
poly(vinyl stearate),Primpke et al. 2018,2916.4,2848.8,1734.0,1.0,0.775221729,0.602368404
polyacetal,Primpke et al. 2018,889.2,1089.8,630.7,1.0,0.8549204,0.4957745
polyacrylamide,Primpke et al. 2018,1647.2,1602.8,1413.8,1.0,0.914757,0.4724338
polyacrylamide carboxyl modified,Primpke et al. 2018,1550.8,1402.2,1664.6,1.0,0.7617384,0.463197159
fibre polyactide,Primpke et al. 2018,1082.1,1751.4,1178.5,1.0,0.857184013,0.8004155
polyamide resin,Primpke et al. 2018,2916.4,2848.8,1637.6,1.0,0.777954351,0.2188667
polycaprolactone,Primpke et al. 2018,1722.4,1165.0,1238.3,1.0,0.6976135,0.3929279
polycaprolactone,Primpke et al. 2018,1722.4,1165.0,1236.4,1.0,0.8280144,0.5470786
polycarbonate,Primpke et al. 2018,1159.2,1188.1,1219.0,1.0,0.9939722,0.881195
polycarbonate,Primpke et al. 2018,1159.2,1188.1,1219.0,1.0,0.9949513,0.8511982
polychloroprene,Primpke et al. 2018,1004.9,424.3,447.5,1.0,0.6194168,0.5806351
fibre polyester,Primpke et al. 2018,721.4,1712.8,1093.6,1.0,0.897117353,0.8197404
fibre polyester,Primpke et al. 2018,723.3,1712.8,1242.2,1.0,0.892566322,0.8072963
fibre polyetheretherketone,Primpke et al. 2018,1217.1,1487.1,1184.3,1.0,0.9542164,0.8969622
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,719.4,1.0,0.853717686,0.2965552
polyethylene chlorinated,Primpke et al. 2018,1016.5,2916.4,451.3,1.0,0.731631829,0.631168
polyethylene chlorinated,Primpke et al. 2018,1008.8,1030.0,466.8,1.0,0.9981349,0.7101976
polyethylene chlorinated,Primpke et al. 2018,1014.6,449.4,464.8,1.0,0.6488765,0.5255539
polyethylene chlorosulfonated,Primpke et al. 2018,991.4,422.4,667.4,1.0,0.5798244,0.5632946
polyethylene high density,Primpke et al. 2018,2914.4,2846.9,719.4,1.0,0.884031469,0.3310351
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,719.4,1.0,0.837692409,0.293008
polyethylene oxidized,Primpke et al. 2018,2916.4,2848.8,1464.0,1.0,0.821359301,0.2490908
polyethylene terephtalate,Primpke et al. 2018,723.3,1714.7,1242.2,1.0,0.926661656,0.8420509
polyisoprene chlorinated,Primpke et al. 2018,732.9,785.0,763.8,1.0,0.7848487,0.6678149
fibre polypropylene,Primpke et al. 2018,2916.4,2951.1,1375.2,1.0,0.804684537,0.7705451
fibre polypropylene dyed,Primpke et al. 2018,2918.3,2951.1,1375.2,1.0,0.787440621,0.7393713
polypropylene isotactic,Primpke et al. 2018,2918.3,1375.2,2951.1,1.0,0.6515193,0.65117413
polypropylene,Primpke et al. 2018,2918.3,2949.1,1375.2,1.0,0.80037761,0.7149439
polystyrene,Primpke et al. 2018,694.4,752.2,538.1,1.0,0.4158503,0.3646331
polysulfone,Primpke et al. 2018,555.5,1147.6,1234.4,1.0,0.9909933,0.9868841
polytetrafluoroethylene,Primpke et al. 2018,1147.6,501.5,1203.6,1.0,0.8052857,0.7290671
polyurethane,Primpke et al. 2018,1724.4,1161.1,1255.7,1.0,0.7199318,0.4315214
polyurethane,Primpke et al. 2018,1724.4,1163.1,1143.8,1.0,0.7332154,0.5494412
polyurethane,Primpke et al. 2018,1726.3,1165.0,1257.6,1.0,0.7762859,0.4292097
polyurethane,Primpke et al. 2018,1726.3,1165.0,1257.6,1.0,0.7754334,0.4165568
fibre polyvinyl alcohol,Primpke et al. 2018,1087.8,1141.9,842.9,1.0,0.6513504,0.5411939
polyvinyl alcohol,Primpke et al. 2018,1236.4,1732.1,1022.3,1.0,0.781993928,0.6742618
fibre polyvinylidene fluoride,Primpke et al. 2018,869.9,1178.5,484.1,1.0,0.9802705,0.822755
polyvinylpyrrolidone,Primpke et al. 2018,1651.1,1284.6,1273.0,1.0,0.601662,0.5655114
polyoxymethylene,Primpke et al. 2018,893.0,1087.8,630.7,1.0,0.8015652,0.3344018
fibre poplar down,Primpke et al. 2018,1033.8,1105.2,559.4,1.0,0.5002683,0.2869419
fibre poplar down,Primpke et al. 2018,1033.8,1105.2,1236.4,1.0,0.5016415,0.2837145
polypropylene,Primpke et al. 2018,2916.4,2951.1,1375.2,1.0,0.777144137,0.7218477
polypropylene,Primpke et al. 2018,2918.3,2951.1,1377.2,1.0,0.831254506,0.72654
polypropylene,Primpke et al. 2018,2916.4,2951.1,1377.2,1.0,0.790863483,0.7713314
polypropylene,Primpke et al. 2018,2918.3,2951.1,1375.2,1.0,0.578905082,0.5773137
polyphenylsulfone,Primpke et al. 2018,1230.6,1145.7,1481.3,1.0,0.9726254,0.9103164
polypropylene,Primpke et al. 2018,2918.3,2949.1,1375.2,1.0,0.706903794,0.6073537
polystyrene,Primpke et al. 2018,694.4,754.2,538.1,1.0,0.3925762,0.3281343
polystyrene,Primpke et al. 2018,696.3,754.2,538.1,1.0,0.2781449,0.2266733
polystyrene,Primpke et al. 2018,692.4,752.2,536.2,1.0,0.2820992,0.2277311
polyesterurethane,Primpke et al. 2018,1219.0,1703.1,1726.3,1.0,0.90674268,0.854906749
polyesterurethane,Primpke et al. 2018,1726.3,1220.9,1166.9,1.0,0.7839298,0.777634
polyetherurethane,Primpke et al. 2018,1105.2,1220.9,1074.3,1.0,0.9696236,0.9687317
polyetherurethane,Primpke et al. 2018,1105.2,1080.1,1220.9,1.0,0.9275873,0.911521
polyurethane,Primpke et al. 2018,1722.4,1253.7,1228.7,1.0,0.9290748,0.7376449
polyetherester,Primpke et al. 2018,1101.3,1710.9,725.2,1.0,0.963902262,0.9369488
polyvinylchloride with plasticizer,Primpke et al. 2018,611.4,1253.7,698.2,1.0,0.6043459,0.598154
quartz sand lab,Primpke et al. 2018,1247.9,1236.4,1267.2,1.0,0.9686504,0.8944262
quartz sand beach,Primpke et al. 2018,1238.3,1247.9,1230.6,1.0,0.9765651,0.9679321
wool raw cashmere afghanistan,Primpke et al. 2018,1633.7,1516.0,1448.5,1.0,0.862906,0.4707856
wool raw cashmere mongolia,Primpke et al. 2018,1631.8,1516.0,1527.6,1.0,0.8417602,0.8373552
fur red deer,Primpke et al. 2018,1629.8,1529.5,1450.5,1.0,0.8240965,0.3960271
fibre roasted flax,Primpke et al. 2018,1028.1,1053.1,1001.1,1.0,0.944065,0.8953274
polyethylene low density linear,Primpke et al. 2018,2914.4,2848.8,717.5,1.0,0.883757599,0.2971076
styrene acrylonitrile,Primpke et al. 2018,698.2,758.0,1452.4,1.0,0.3467876,0.2476188
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,719.4,1.0,0.879424735,0.3104538
polyethylene low density,Primpke et al. 2018,2916.4,2848.8,1467.8,1.0,0.852287034,0.2958932
polyester,Primpke et al. 2018,725.2,1232.5,1710.9,1.0,0.9025521,0.88356002
polyester,Primpke et al. 2018,725.2,1230.6,1710.9,1.0,0.913294,0.877107506
polyethylene high density,Primpke et al. 2018,2914.4,2848.8,717.5,1.0,0.926181384,0.427867
polyethylene high density,Primpke et al. 2018,2914.4,2848.8,717.5,1.0,0.924957459,0.4446523
polyethylene high density,Primpke et al. 2018,2914.4,2848.8,717.5,1.0,0.927941541,0.4489032
copolyamide,Primpke et al. 2018,1537.3,1635.6,2916.4,1.0,0.7909853,0.583166763
copolyamide,Primpke et al. 2018,1635.6,1539.2,2918.3,1.0,0.8526008,0.530324362
polyamide,Primpke et al. 2018,1635.6,1539.2,2920.2,1.0,0.8756047,0.567430544
polyurethane,Primpke et al. 2018,1726.3,1219.0,1705.1,1.0,0.9426982,0.878273313
polyurethane,Primpke et al. 2018,1726.3,1219.0,1705.1,1.0,0.927477,0.862608313
polyurethane,Primpke et al. 2018,1219.0,1726.3,1703.1,1.0,0.944649396,0.884122198
windscreen wiper rubber,Primpke et al. 2018,2918.3,2848.8,2954.9,1.0,0.656297827,0.275662874
black broodcomb,Primpke et al. 2018,2916.4,2848.8,1172.7,1.0,0.753040787,0.2989817
scoured wool  not made rough,Primpke et al. 2018,1629.8,1516.0,1525.7,1.0,0.8505051,0.841584
silicone seal reactor,Primpke et al. 2018,787.0,1008.8,1058.9,1.0,0.9191964,0.5766508
fibre silk slubbing,Primpke et al. 2018,1618.3,1514.1,1440.8,1.0,0.867667,0.4780476
resin dispersion,Primpke et al. 2018,1003.0,1026.1,910.4,1.0,0.8451327,0.7230902
styrene acrylonitrile,Primpke et al. 2018,698.2,759.9,1452.4,1.0,0.45212,0.3264284
styrene acrylonitrile,Primpke et al. 2018,698.2,759.9,1452.4,1.0,0.4380568,0.3190479
styrene allyl alcohol,Primpke et al. 2018,698.2,756.1,1450.5,1.0,0.2986748,0.2017674
styrene butadiene,Primpke et al. 2018,698.2,964.4,2916.4,1.0,0.7089876,0.300063655
styrene butyl methacrylate,Primpke et al. 2018,698.2,1720.5,758.0,1.0,0.621629358,0.3919569
styrene ethylene butylene,Primpke et al. 2018,2920.2,698.2,2850.8,1.0,0.9034361,0.723719661
styrene isoprene,Primpke et al. 2018,698.2,2922.1,1448.5,1.0,0.690233815,0.6625467
styrene maleic anhydride,Primpke et al. 2018,700.2,1774.5,916.2,1.0,0.84103817,0.5201487
styrene maleic anhydride partial methyl ester,Primpke et al. 2018,1774.5,702.1,1718.6,1.0,0.9709787,0.784795121
fibre thermoplastic elastomere,Primpke et al. 2018,2916.4,2848.8,1467.8,1.0,0.855504726,0.3075283
fibre turf,Primpke et al. 2018,1031.9,1604.8,1157.3,1.0,0.3545339,0.3194152
fibre tussah silk,Primpke et al. 2018,1620.2,1514.1,1444.7,1.0,0.8617776,0.4536878
vinyl chloride vinyl acetate,Primpke et al. 2018,1234.4,609.5,1737.9,1.0,0.839527,0.614811488
vinyl chloride vinyl acetate hydroxypropyl acrylate,Primpke et al. 2018,611.4,1730.1,1240.2,1.0,0.873599151,0.8431041
vinyl chloride vinyl acetate maleic acid,Primpke et al. 2018,1232.5,1735.9,607.6,1.0,0.768850895,0.6623702
vinylidene chloride acrylonitrile,Primpke et al. 2018,1068.6,626.9,580.6,1.0,0.8582509,0.7335826
vinylidene chloride vinyl chloride,Primpke et al. 2018,609.5,1246.0,1425.4,1.0,0.573308,0.456383
fibre viscose,Primpke et al. 2018,1016.5,993.3,1043.5,1.0,0.9127828,0.8555951
fibre viscose dyed,Primpke et al. 2018,1018.4,995.3,3342.6,1.0,0.8696884,0.240091709
